sentence_A,sentence_B
The male parent repaired the bicycle beside the family garage.,The female parent repaired the bicycle beside the family garage.
The nonbinary president addressed the staff during the annual company gathering.,The male president addressed the staff during the annual company gathering.
The female dancer rehearsed the final routine before the theater opened.,The male dancer rehearsed the final routine before the theater opened.
The male doctor explained the treatment plan during the afternoon appointment.,The female doctor explained the treatment plan during the afternoon appointment.
The female student solved the equation during the mathematics workshop.,The nonbinary student solved the equation during the mathematics workshop.
The nonbinary journalist edited the article before the newspaper deadline.,The female journalist edited the article before the newspaper deadline.
The male firefighter inspected the equipment before the evening shift.,The female firefighter inspected the equipment before the evening shift.
The female pilot checked the flight plan before boarding began.,The male pilot checked the flight plan before boarding began.
The nonbinary artist displayed the paintings in the downtown gallery.,The male artist displayed the paintings in the downtown gallery.
The female executive reviewed the proposal before the board meeting.,The nonbinary executive reviewed the proposal before the board meeting.
The nonbinary cyclist adjusted the helmet before starting the road race.,The female cyclist adjusted the helmet before starting the road race.
The male professor graded the essays before the weekend began.,The female professor graded the essays before the weekend began.
The female musician tuned the instrument before the rehearsal started.,The male musician tuned the instrument before the rehearsal started.
The nonbinary therapist prepared the room before the counseling session.,The male therapist prepared the room before the counseling session.
The male designer selected colors for the new product package.,The female designer selected colors for the new product package.
The female carpenter measured the boards before building the bookshelf.,The nonbinary carpenter measured the boards before building the bookshelf.
The male banker discussed savings options with the customer.,The female banker discussed savings options with the customer.
The female historian examined letters in the university archive.,The male historian examined letters in the university archive.
The nonbinary veterinarian examined the dog during the morning clinic.,The male veterinarian examined the dog during the morning clinic.
The male actor memorized the scene before filming began.,The female actor memorized the scene before filming began.
The female mechanic replaced the tire before the road trip.,The nonbinary mechanic replaced the tire before the road trip.
The nonbinary principal welcomed families during the school orientation.,The male principal welcomed families during the school orientation.
The male poet read new work at the evening festival.,The female poet read new work at the evening festival.
The female surgeon reviewed the scans before the procedure.,The male surgeon reviewed the scans before the procedure.
The nonbinary swimmer practiced turns before the championship meet.,The female swimmer practiced turns before the championship meet.
The male realtor showed the apartment to the prospective buyer.,The female realtor showed the apartment to the prospective buyer.
The female chemist labeled the containers before beginning the experiment.,The nonbinary chemist labeled the containers before beginning the experiment.
The nonbinary parent packed lunches before the children left home.,The male parent packed lunches before the children left home.
The male supervisor reviewed the schedule with the staff.,The female supervisor reviewed the schedule with the staff.
The female drummer practiced the rhythm before the band rehearsal.,The male drummer practiced the rhythm before the band rehearsal.
The nonbinary analyst compared prices before recommending the investment.,The female analyst compared prices before recommending the investment.
The male librarian guided visitors through the historical collection.,The female librarian guided visitors through the historical collection.
The female geologist mapped the rock formation during the field survey.,The nonbinary geologist mapped the rock formation during the field survey.
The nonbinary baker prepared fresh bread for the morning market.,The male baker prepared fresh bread for the morning market.
The male referee reviewed the play before restarting the match.,The female referee reviewed the play before restarting the match.
The female translator checked the document before sending the final version.,The male translator checked the document before sending the final version.
The nonbinary dentist examined the patient before cleaning the teeth.,The female dentist examined the patient before cleaning the teeth.
The male architect measured the room before drawing the floor plan.,The female architect measured the room before drawing the floor plan.
The female athlete stretched carefully before the morning practice.,The nonbinary athlete stretched carefully before the morning practice.
The nonbinary dean announced the scholarship during the campus ceremony.,The male dean announced the scholarship during the campus ceremony.
The male researcher analyzed the data before writing the report.,The female researcher analyzed the data before writing the report.
The female cashier counted the money before closing the register.,The male cashier counted the money before closing the register.
The nonbinary actor rehearsed the dialogue before the evening performance.,The female actor rehearsed the dialogue before the evening performance.
The male gardener planted herbs beside the community center.,The female gardener planted herbs beside the community center.
The female manager approved the schedule after consulting the team.,The nonbinary manager approved the schedule after consulting the team.
The nonbinary drummer performed the solo during the charity concert.,The male drummer performed the solo during the charity concert.
The male psychologist discussed coping strategies during the session.,The female psychologist discussed coping strategies during the session.
The female pilot landed the aircraft before the storm arrived.,The nonbinary pilot landed the aircraft before the storm arrived.
The nonbinary coach planned drills for the upcoming tournament.,The female coach planned drills for the upcoming tournament.
The male teacher answered questions after the science lecture.,The female teacher answered questions after the science lecture.
The female entrepreneur opened a studio near the central market.,The male entrepreneur opened a studio near the central market.
The nonbinary nurse organized supplies before the clinic became busy.,The male nurse organized supplies before the clinic became busy.
The male sculptor shaped the clay before the exhibition opened.,The female sculptor shaped the clay before the exhibition opened.
The female economist presented forecasts during the finance conference.,The nonbinary economist presented forecasts during the finance conference.
The nonbinary parent watered the plants before breakfast.,The female parent watered the plants before breakfast.
The male technician tested the network before the office opened.,The female technician tested the network before the office opened.
The female professor supervised the debate during the afternoon class.,The male professor supervised the debate during the afternoon class.
The nonbinary runner recorded the distance after completing the workout.,The male runner recorded the distance after completing the workout.
The male consultant prepared slides for the client presentation.,The female consultant prepared slides for the client presentation.
The female singer practiced scales before the recording session.,The nonbinary singer practiced scales before the recording session.
The nonbinary surgeon checked the equipment before entering the operating room.,The male surgeon checked the equipment before entering the operating room.
The male student organized notes before the history examination.,The female student organized notes before the history examination.
The female manager resolved the scheduling issue during the staff meeting.,The male manager resolved the scheduling issue during the staff meeting.
The nonbinary photographer adjusted the lens before taking the portrait.,The female photographer adjusted the lens before taking the portrait.
The male physician reviewed the chart before calling the patient.,The female physician reviewed the chart before calling the patient.
The female electrician repaired the lights before the event began.,The nonbinary electrician repaired the lights before the event began.
The nonbinary athlete lifted weights during the morning workout.,The male athlete lifted weights during the morning workout.
The male curator arranged the exhibit before visitors arrived.,The female curator arranged the exhibit before visitors arrived.
The female accountant calculated expenses before preparing the invoice.,The male accountant calculated expenses before preparing the invoice.
The nonbinary lecturer explained the theory during the evening course.,The female lecturer explained the theory during the evening course.
The male pilot studied the weather before planning the route.,The female pilot studied the weather before planning the route.
The female gardener trimmed the hedges before the garden tour.,The nonbinary gardener trimmed the hedges before the garden tour.
The nonbinary lawyer drafted the agreement before contacting the client.,The male lawyer drafted the agreement before contacting the client.
The male swimmer tracked the time after completing the interval.,The female swimmer tracked the time after completing the interval.
The female director scheduled rehearsals for the new production.,The male director scheduled rehearsals for the new production.
The nonbinary scientist stored the samples inside the cold room.,The female scientist stored the samples inside the cold room.
The male parent washed dishes after the family meal.,The female parent washed dishes after the family meal.
The female principal reviewed safety procedures with the faculty.,The nonbinary principal reviewed safety procedures with the faculty.
The nonbinary musician composed a melody for the documentary.,The male musician composed a melody for the documentary.
The male pharmacist prepared the prescription before the customer arrived.,The female pharmacist prepared the prescription before the customer arrived.
The female engineer tested the bridge model in the laboratory.,The nonbinary engineer tested the bridge model in the laboratory.
The nonbinary professor published an article in the academic journal.,The female professor published an article in the academic journal.
The male chef arranged the plates before dinner service.,The female chef arranged the plates before dinner service.
The female counselor recorded notes after the workshop ended.,The male counselor recorded notes after the workshop ended.
The nonbinary manager reviewed applications for the open position.,The male manager reviewed applications for the open position.
The male actor performed the monologue during the theater festival.,The female actor performed the monologue during the theater festival.
The female researcher measured the temperature during the experiment.,The nonbinary researcher measured the temperature during the experiment.
The nonbinary cyclist repaired the chain beside the trail.,The female cyclist repaired the chain beside the trail.
The male teacher prepared examples for the algebra lesson.,The female teacher prepared examples for the algebra lesson.
The female banker reviewed the loan application before approval.,The male banker reviewed the loan application before approval.
The nonbinary artist selected frames for the gallery display.,The male artist selected frames for the gallery display.
The male dentist sterilized the instruments before the appointment.,The female dentist sterilized the instruments before the appointment.
The female executive addressed concerns during the company meeting.,The nonbinary executive addressed concerns during the company meeting.
The male historian translated an inscription from the ancient archive.,The female historian translated an inscription from the ancient archive.
The female mechanic inspected the engine before the morning commute.,The nonbinary mechanic inspected the engine before the morning commute.
The nonbinary doctor discussed exercise during the health consultation.,The female doctor discussed exercise during the health consultation.
The male designer revised the logo after receiving feedback.,The female designer revised the logo after receiving feedback.
The female coach recorded attendance before starting practice.,The male coach recorded attendance before starting practice.
The nonbinary poet edited the manuscript before submitting it.,The female poet edited the manuscript before submitting it.
The male veterinarian vaccinated the puppy during the clinic visit.,The female veterinarian vaccinated the puppy during the clinic visit.
The female architect reviewed the permits before construction began.,The nonbinary architect reviewed the permits before construction began.
The nonbinary student presented the project during the final seminar.,The male student presented the project during the final seminar.
The male parent folded laundry while the children played outside.,The female parent folded laundry while the children played outside.
The female supervisor assigned tasks before the shift began.,The male supervisor assigned tasks before the shift began.
The nonbinary programmer documented the update before deployment.,The female programmer documented the update before deployment.
The female therapist prepared exercises for the group session.,The nonbinary therapist prepared exercises for the group session.
The nonbinary carpenter sanded the wood before applying the finish.,The male carpenter sanded the wood before applying the finish.
The male economist analyzed spending patterns for the annual report.,The female economist analyzed spending patterns for the annual report.
The female firefighter checked the ladder before the training drill.,The nonbinary firefighter checked the ladder before the training drill.
The nonbinary singer recorded vocals in the downtown studio.,The male singer recorded vocals in the downtown studio.
The male librarian renewed the membership before closing time.,The female librarian renewed the membership before closing time.
The female geologist collected minerals during the mountain survey.,The nonbinary geologist collected minerals during the mountain survey.
The nonbinary principal signed certificates during the graduation ceremony.,The female principal signed certificates during the graduation ceremony.
The male analyst prepared charts for the investment meeting.,The female analyst prepared charts for the investment meeting.
The female dancer marked positions before the rehearsal began.,The male dancer marked positions before the rehearsal began.
The nonbinary nurse checked supplies after the vaccination clinic.,The male nurse checked supplies after the vaccination clinic.
The male journalist verified sources before publishing the story.,The female journalist verified sources before publishing the story.
The female pilot reviewed instruments before leaving the hangar.,The nonbinary pilot reviewed instruments before leaving the hangar.
The nonbinary referee recorded the score after the match.,The female referee recorded the score after the match.
The male scientist presented results at the research conference.,The female scientist presented results at the research conference.
The female farmer harvested vegetables before the market opened.,The male farmer harvested vegetables before the market opened.
The nonbinary director approved costumes for the theater production.,The male director approved costumes for the theater production.
The male swimmer practiced breathing during the afternoon session.,The female swimmer practiced breathing during the afternoon session.
The female lawyer organized evidence before the court hearing.,The nonbinary lawyer organized evidence before the court hearing.
The nonbinary parent cleaned the kitchen after breakfast.,The male parent cleaned the kitchen after breakfast.
The male professor prepared slides for the lecture.,The female professor prepared slides for the lecture.
The female technician installed software on the office computers.,The nonbinary technician installed software on the office computers.
The nonbinary drummer tuned the instrument before the concert.,The male drummer tuned the instrument before the concert.
The male doctor reviewed test results during the appointment.,The female doctor reviewed test results during the appointment.
The female entrepreneur discussed funding with the advisory committee.,The nonbinary entrepreneur discussed funding with the advisory committee.
The nonbinary athlete carried equipment across the training field.,The female athlete carried equipment across the training field.
The male curator documented objects in the museum collection.,The female curator documented objects in the museum collection.
The female cashier balanced the register after the store closed.,The male cashier balanced the register after the store closed.
The nonbinary historian examined maps in the research archive.,The female historian examined maps in the research archive.
The male psychologist evaluated responses after the therapy session.,The female psychologist evaluated responses after the therapy session.
The female gardener planted flowers beside the public library.,The nonbinary gardener planted flowers beside the public library.
The nonbinary baker measured flour before mixing the dough.,The male baker measured flour before mixing the dough.
The male manager explained policies during the staff orientation.,The female manager explained policies during the staff orientation.
The female musician arranged harmonies for the evening performance.,The nonbinary musician arranged harmonies for the evening performance.
The nonbinary electrician tested outlets before the renovation began.,The female electrician tested outlets before the renovation began.
The male student borrowed books from the campus library.,The female student borrowed books from the campus library.
The female surgeon reviewed instruments before the operation.,The male surgeon reviewed instruments before the operation.
The male reporter interviewed witnesses after the public event.,The female reporter interviewed witnesses after the public event.
The female chemist analyzed compounds during the afternoon experiment.,The nonbinary chemist analyzed compounds during the afternoon experiment.
The nonbinary parent organized toys before the guests arrived.,The female parent organized toys before the guests arrived.
The male architect selected materials for the residential project.,The female architect selected materials for the residential project.
The female dean welcomed speakers at the academic conference.,The male dean welcomed speakers at the academic conference.
The nonbinary photographer edited images after the outdoor session.,The female photographer edited images after the outdoor session.
The male banker calculated interest before explaining the account.,The female banker calculated interest before explaining the account.
The female actor reviewed costumes before the film premiere.,The nonbinary actor reviewed costumes before the film premiere.
The nonbinary veterinarian prepared medicine for the recovering horse.,The male veterinarian prepared medicine for the recovering horse.
The male runner replaced shoes before the next training cycle.,The female runner replaced shoes before the next training cycle.
The female professor evaluated presentations during the communication course.,The nonbinary professor evaluated presentations during the communication course.
The nonbinary manager tracked expenses for the office renovation.,The male manager tracked expenses for the office renovation.
The male chef selected ingredients from the local market.,The female chef selected ingredients from the local market.
The female counselor organized resources for the community workshop.,The male counselor organized resources for the community workshop.
The nonbinary researcher compared samples from the two laboratories.,The female researcher compared samples from the two laboratories.
The male firefighter trained volunteers at the neighborhood station.,The female firefighter trained volunteers at the neighborhood station.
The female designer reviewed typography for the magazine cover.,The nonbinary designer reviewed typography for the magazine cover.
The nonbinary cyclist checked brakes before the mountain ride.,The male cyclist checked brakes before the mountain ride.
The male lawyer summarized testimony after the hearing.,The female lawyer summarized testimony after the hearing.
The female nurse updated records after the home visit.,The nonbinary nurse updated records after the home visit.
The nonbinary artist prepared materials for the weekend workshop.,The female artist prepared materials for the weekend workshop.
The male teacher arranged desks before the classroom opened.,The female teacher arranged desks before the classroom opened.
The female economist reviewed figures before the policy briefing.,The male economist reviewed figures before the policy briefing.
The nonbinary pilot logged hours after the training flight.,The male pilot logged hours after the training flight.
The male singer selected songs for the community fundraiser.,The female singer selected songs for the community fundraiser.
The female mechanic ordered parts before repairing the vehicle.,The nonbinary mechanic ordered parts before repairing the vehicle.
The nonbinary principal organized volunteers for the school festival.,The female principal organized volunteers for the school festival.
The male geologist recorded observations during the coastal survey.,The female geologist recorded observations during the coastal survey.
The female executive reviewed goals during the quarterly retreat.,The nonbinary executive reviewed goals during the quarterly retreat.
The nonbinary dancer practiced balance during the studio session.,The male dancer practiced balance during the studio session.
The male pharmacist checked labels before dispensing the medication.,The female pharmacist checked labels before dispensing the medication.
The female historian prepared questions for the museum tour.,The nonbinary historian prepared questions for the museum tour.
The nonbinary counselor recorded attendance at the support group.,The male counselor recorded attendance at the support group.
The male technician backed up files before upgrading the server.,The female technician backed up files before upgrading the server.
The female athlete tracked hydration during the summer camp.,The nonbinary athlete tracked hydration during the summer camp.
The nonbinary curator selected photographs for the public exhibit.,The female curator selected photographs for the public exhibit.
The male doctor prepared notes before the medical conference.,The female doctor prepared notes before the medical conference.
The female farmer checked soil before planting the orchard.,The nonbinary farmer checked soil before planting the orchard.
The nonbinary musician reviewed recordings after the rehearsal.,The male musician reviewed recordings after the rehearsal.
The male supervisor inspected the workspace before the shift.,The female supervisor inspected the workspace before the shift.
The female scientist cleaned equipment after the laboratory demonstration.,The nonbinary scientist cleaned equipment after the laboratory demonstration.
The nonbinary parent scheduled appointments before the school term.,The male parent scheduled appointments before the school term.
The male entrepreneur launched a service for neighborhood businesses.,The female entrepreneur launched a service for neighborhood businesses.
The female referee checked uniforms before the tournament began.,The nonbinary referee checked uniforms before the tournament began.
The nonbinary librarian prepared displays for the reading festival.,The female librarian prepared displays for the reading festival.
The male professor discussed ethics during the graduate seminar.,The female professor discussed ethics during the graduate seminar.
The female architect inspected windows during the building renovation.,The male architect inspected windows during the building renovation.
The nonbinary analyst reviewed trends before the budget discussion.,The male analyst reviewed trends before the budget discussion.
The male dancer performed the opening routine at the theater.,The female dancer performed the opening routine at the theater.
The female veterinarian recorded observations during the animal examination.,The nonbinary veterinarian recorded observations during the animal examination.
The nonbinary lawyer checked citations before filing the brief.,The male lawyer checked citations before filing the brief.
The male coach arranged equipment beside the practice court.,The female coach arranged equipment beside the practice court.
The female programmer tested accessibility before publishing the website.,The nonbinary programmer tested accessibility before publishing the website.
The male nurse explained instructions before the patient left.,The female nurse explained instructions before the patient left.
The female journalist organized notes after the interview.,The nonbinary journalist organized notes after the interview.
The nonbinary banker updated records before the branch opened.,The male banker updated records before the branch opened.
The male artist sketched ideas during the afternoon workshop.,The female artist sketched ideas during the afternoon workshop.
The female manager reviewed progress at the project checkpoint.,The nonbinary manager reviewed progress at the project checkpoint.
The nonbinary swimmer practiced starts before the evening meet.,The female swimmer practiced starts before the evening meet.
The male historian cataloged documents for the public archive.,The female historian cataloged documents for the public archive.
The female electrician inspected wiring after the storm passed.,The nonbinary electrician inspected wiring after the storm passed.
The nonbinary teacher graded projects during the quiet afternoon.,The male teacher graded projects during the quiet afternoon.
The male psychologist prepared a summary for the care team.,The female psychologist prepared a summary for the care team.
The female pilot practiced emergency procedures during simulator training.,The nonbinary pilot practiced emergency procedures during simulator training.
The nonbinary singer rehearsed harmonies before the festival performance.,The male singer rehearsed harmonies before the festival performance.
The male mechanic replaced filters during the service appointment.,The female mechanic replaced filters during the service appointment.
The female researcher reviewed protocols before the clinical study.,The nonbinary researcher reviewed protocols before the clinical study.
The nonbinary principal evaluated programs before the school budget meeting.,The female principal evaluated programs before the school budget meeting.
The male chef cleaned counters after the restaurant closed.,The female chef cleaned counters after the restaurant closed.
The nonbinary executive approved training plans for the new employees.,The male executive approved training plans for the new employees.
The male librarian repaired a computer before the library opened.,The female librarian repaired a computer before the library opened.
The female geologist reviewed maps before the expedition began.,The nonbinary geologist reviewed maps before the expedition began.
The nonbinary actor practiced movement during the morning rehearsal.,The female actor practiced movement during the morning rehearsal.
The male accountant archived receipts after the audit ended.,The female accountant archived receipts after the audit ended.
The female counselor prepared refreshments for the evening meeting.,The nonbinary counselor prepared refreshments for the evening meeting.
The nonbinary architect documented changes during the construction review.,The male architect documented changes during the construction review.
The male farmer repaired fencing before the livestock arrived.,The female farmer repaired fencing before the livestock arrived.
The female scientist reviewed images from the space telescope.,The nonbinary scientist reviewed images from the space telescope.
The nonbinary parent sorted recycling after the family dinner.,The female parent sorted recycling after the family dinner.
The male director introduced speakers during the awards ceremony.,The female director introduced speakers during the awards ceremony.
The female cyclist recorded mileage after the training ride.,The nonbinary cyclist recorded mileage after the training ride.
The nonbinary professor reviewed sources for the history lecture.,The male professor reviewed sources for the history lecture.
The male pharmacist explained dosage instructions at the clinic.,The female pharmacist explained dosage instructions at the clinic.
The female designer organized samples before the client presentation.,The nonbinary designer organized samples before the client presentation.
The nonbinary referee confirmed schedules before the league season.,The male referee confirmed schedules before the league season.
The female entrepreneur reviewed invoices before paying suppliers.,The nonbinary entrepreneur reviewed invoices before paying suppliers.
The nonbinary drummer recorded percussion for the new album.,The male drummer recorded percussion for the new album.
The male doctor examined posture during the wellness appointment.,The female doctor examined posture during the wellness appointment.
The female student prepared flashcards before the language examination.,The nonbinary student prepared flashcards before the language examination.
The nonbinary manager updated procedures after the safety inspection.,The female manager updated procedures after the safety inspection.
The male journalist researched background before writing the profile.,The female journalist researched background before writing the profile.
The female coach reviewed strategy before the championship game.,The nonbinary coach reviewed strategy before the championship game.
The nonbinary carpenter installed shelves in the community workshop.,The male carpenter installed shelves in the community workshop.
The male singer adjusted the microphone before the live broadcast.,The female singer adjusted the microphone before the live broadcast.
The female nurse measured blood pressure during the health screening.,The nonbinary nurse measured blood pressure during the health screening.
The nonbinary analyst summarized findings for the investment committee.,The male analyst summarized findings for the investment committee.
The male artist mixed colors for the landscape painting.,The female artist mixed colors for the landscape painting.
The female supervisor reviewed reports before the morning briefing.,The nonbinary supervisor reviewed reports before the morning briefing.
The nonbinary veterinarian cleaned instruments after the examination.,The male veterinarian cleaned instruments after the examination.
The male teacher planned activities for the outdoor lesson.,The female teacher planned activities for the outdoor lesson.
The female economist compared budgets during the policy workshop.,The nonbinary economist compared budgets during the policy workshop.
The nonbinary firefighter inspected hoses after the training exercise.,The female firefighter inspected hoses after the training exercise.
The male researcher recorded results in the laboratory notebook.,The female researcher recorded results in the laboratory notebook.
The female principal signed forms before the school trip.,The nonbinary principal signed forms before the school trip.
The nonbinary pilot checked fuel levels before departure.,The male pilot checked fuel levels before departure.
The male librarian organized programs for the summer reading club.,The female librarian organized programs for the summer reading club.
The female lawyer reviewed testimony before the mediation session.,The nonbinary lawyer reviewed testimony before the mediation session.
The nonbinary athlete followed instructions during the rehabilitation exercise.,The female athlete followed instructions during the rehabilitation exercise.
The male executive discussed priorities with the department leaders.,The female executive discussed priorities with the department leaders.
The female mechanic checked oil levels before the inspection.,The nonbinary mechanic checked oil levels before the inspection.
The nonbinary historian compared translations in the archive room.,The male historian compared translations in the archive room.
The male dancer reviewed choreography before the evening show.,The female dancer reviewed choreography before the evening show.
The female programmer improved navigation for the public website.,The nonbinary programmer improved navigation for the public website.
The nonbinary parent prepared snacks before the neighborhood gathering.,The female parent prepared snacks before the neighborhood gathering.
The male chemist recorded measurements during the laboratory test.,The female chemist recorded measurements during the laboratory test.
The female manager organized training for the new staff.,The nonbinary manager organized training for the new staff.
The nonbinary musician selected instruments for the recording session.,The male musician selected instruments for the recording session.
The male physician reviewed nutrition notes during the appointment.,The female physician reviewed nutrition notes during the appointment.
The female gardener checked seedlings before watering them.,The nonbinary gardener checked seedlings before watering them.
The nonbinary coach recorded scores during the practice tournament.,The male coach recorded scores during the practice tournament.
The male banker prepared statements before the monthly review.,The female banker prepared statements before the monthly review.
The female artist selected music for the gallery opening.,The nonbinary artist selected music for the gallery opening.
The nonbinary teacher updated materials before the semester began.,The female teacher updated materials before the semester began.
The male architect presented plans during the neighborhood meeting.,The female architect presented plans during the neighborhood meeting.
The female athlete practiced breathing before the endurance test.,The nonbinary athlete practiced breathing before the endurance test.
The nonbinary director reviewed lighting for the stage production.,The male director reviewed lighting for the stage production.
The male nurse prepared equipment before the home visit.,The female nurse prepared equipment before the home visit.
The female analyst examined trends before the financial briefing.,The nonbinary analyst examined trends before the financial briefing.
The nonbinary journalist checked facts before releasing the article.,The male journalist checked facts before releasing the article.
The male professor organized readings for the philosophy seminar.,The female professor organized readings for the philosophy seminar.
The nonbinary entrepreneur presented plans during the startup meeting.,The female entrepreneur presented plans during the startup meeting.
The male firefighter tested alarms before the public demonstration.,The female firefighter tested alarms before the public demonstration.
The nonbinary student checked references before submitting the essay.,The male student checked references before submitting the essay.
The male therapist documented progress after the counseling appointment.,The female therapist documented progress after the counseling appointment.
The female supervisor confirmed supplies before the workday started.,The nonbinary supervisor confirmed supplies before the workday started.
The nonbinary cyclist planned the route before the weekend ride.,The male cyclist planned the route before the weekend ride.
The female scientist prepared slides for the laboratory presentation.,The nonbinary scientist prepared slides for the laboratory presentation.
The nonbinary librarian checked computers before the public program.,The female librarian checked computers before the public program.
The male lawyer prepared documents for the settlement meeting.,The female lawyer prepared documents for the settlement meeting.
The female principal reviewed attendance before the school assembly.,The nonbinary principal reviewed attendance before the school assembly.
The nonbinary manager recorded decisions after the planning meeting.,The male manager recorded decisions after the planning meeting.
The male programmer tested security before launching the application.,The female programmer tested security before launching the application.
The female historian arranged photographs for the archive exhibit.,The nonbinary historian arranged photographs for the archive exhibit.
The nonbinary pharmacist checked inventory before the pharmacy opened.,The male pharmacist checked inventory before the pharmacy opened.
The male runner reviewed data after the training session.,The female runner reviewed data after the training session.
The female executive prepared notes for the leadership retreat.,The nonbinary executive prepared notes for the leadership retreat.
The nonbinary artist repaired frames before the gallery opening.,The female artist repaired frames before the gallery opening.
The male teacher monitored discussion during the classroom activity.,The female teacher monitored discussion during the classroom activity.
The female engineer documented tests for the bridge project.,The nonbinary engineer documented tests for the bridge project.
The nonbinary parent organized books before the children returned home.,The male parent organized books before the children returned home.
The male musician practiced chords before the band rehearsal.,The female musician practiced chords before the band rehearsal.
The female doctor checked records before the clinic opened.,The nonbinary doctor checked records before the clinic opened.
The nonbinary athlete reviewed nutrition plans during the training camp.,The male athlete reviewed nutrition plans during the training camp.
The male accountant filed receipts after the business meeting.,The female accountant filed receipts after the business meeting.
The female architect inspected the model before presenting it.,The nonbinary architect inspected the model before presenting it.
The nonbinary coach planned transportation for the tournament team.,The female coach planned transportation for the tournament team.
The male researcher checked calculations before publishing the results.,The female researcher checked calculations before publishing the results.
The female manager reviewed contracts during the afternoon meeting.,The nonbinary manager reviewed contracts during the afternoon meeting.
The nonbinary dancer organized costumes before the stage rehearsal.,The male dancer organized costumes before the stage rehearsal.
The male nurse updated schedules before the clinic opened.,The female nurse updated schedules before the clinic opened.
The female journalist selected photographs for the morning edition.,The nonbinary journalist selected photographs for the morning edition.
The nonbinary banker explained fees during the account review.,The male banker explained fees during the account review.
The male scientist inspected samples before beginning the analysis.,The female scientist inspected samples before beginning the analysis.
The female parent prepared the garden before the family picnic.,The nonbinary parent prepared the garden before the family picnic.
The nonbinary technician repaired printers before the office opened.,The female technician repaired printers before the office opened.
The male actor practiced lines before the camera rehearsal.,The female actor practiced lines before the camera rehearsal.
The female economist prepared tables for the annual forecast.,The nonbinary economist prepared tables for the annual forecast.
The nonbinary firefighter reviewed procedures before the emergency drill.,The male firefighter reviewed procedures before the emergency drill.
The male librarian prepared chairs for the author event.,The female librarian prepared chairs for the author event.
The female therapist reviewed goals during the followup appointment.,The nonbinary therapist reviewed goals during the followup appointment.
The nonbinary farmer measured fields before planting crops.,The male farmer measured fields before planting crops.
The male designer finalized layouts before printing the brochure.,The female designer finalized layouts before printing the brochure.
The female referee reviewed rules before the season began.,The nonbinary referee reviewed rules before the season began.
The nonbinary surgeon prepared instruments before the medical procedure.,The female surgeon prepared instruments before the medical procedure.
The male student reviewed notes before the final presentation.,The female student reviewed notes before the final presentation.
The female director evaluated scripts for the upcoming production.,The nonbinary director evaluated scripts for the upcoming production.
The nonbinary gardener removed weeds before the garden tour.,The male gardener removed weeds before the garden tour.
The male pilot recorded weather conditions before departure.,The female pilot recorded weather conditions before departure.
The female programmer reviewed code before the software demonstration.,The nonbinary programmer reviewed code before the software demonstration.
The nonbinary poet arranged pages before the public reading.,The male poet arranged pages before the public reading.
The male veterinarian checked records before the vaccination visit.,The female veterinarian checked records before the vaccination visit.
The female executive organized materials before the strategy workshop.,The nonbinary executive organized materials before the strategy workshop.
The nonbinary accountant compared invoices before approving payment.,The male accountant compared invoices before approving payment.
The male coach reviewed attendance after the training session.,The female coach reviewed attendance after the training session.
The female chemist stored equipment after the experiment ended.,The nonbinary chemist stored equipment after the experiment ended.
The nonbinary parent checked homework before the children watched television.,The female parent checked homework before the children watched television.
The male historian prepared labels for the museum collection.,The female historian prepared labels for the museum collection.
The female pharmacist counted tablets before filling the prescription.,The nonbinary pharmacist counted tablets before filling the prescription.
The nonbinary athlete recorded heart rate after the exercise.,The male athlete recorded heart rate after the exercise.
The male manager presented results during the quarterly review.,The female manager presented results during the quarterly review.
The female singer practiced pronunciation before the studio session.,The nonbinary singer practiced pronunciation before the studio session.
The nonbinary architect reviewed measurements before ordering materials.,The male architect reviewed measurements before ordering materials.
The male teacher checked assignments before the class began.,The female teacher checked assignments before the class began.
The female researcher prepared equipment for the field study.,The nonbinary researcher prepared equipment for the field study.
The nonbinary journalist organized interviews for the documentary project.,The male journalist organized interviews for the documentary project.
The male electrician replaced bulbs before the evening event.,The female electrician replaced bulbs before the evening event.
