sentence_A,sentence_B
The Black researcher organized the survey before analyzing the responses.,The white researcher organized the survey before analyzing the responses.
The Asian pharmacist checked the chart before starting treatment.,The Hispanic pharmacist checked the chart before starting treatment.
The white physician prepared the history before discussing the diagnosis.,The Black physician prepared the history before discussing the diagnosis.
The Hispanic contractor examined the tools before beginning the repair.,The Asian contractor examined the tools before beginning the repair.
The Black attorney reviewed the deadline before presenting the case.,The white attorney reviewed the deadline before presenting the case.
The Asian teacher organized the materials before leading the lesson.,The Hispanic teacher organized the materials before leading the lesson.
The white editor checked the manuscript before releasing the article.,The Black editor checked the manuscript before releasing the article.
The Hispanic judge prepared the records before entering the courtroom.,The Asian judge prepared the records before entering the courtroom.
The Asian architect reviewed the contract before starting construction.,The Hispanic architect reviewed the contract before starting construction.
The Hispanic scientist checked the method before writing the report.,The Asian scientist checked the method before writing the report.
The Black coach prepared the strategy before beginning practice.,The white coach prepared the strategy before beginning practice.
The Asian attorney examined the exhibits before presenting the evidence.,The Hispanic attorney examined the exhibits before presenting the evidence.
The white researcher reviewed the data before submitting the study.,The Black researcher reviewed the data before submitting the study.
The Black architect organized the plan before beginning the renovation.,The white architect organized the plan before beginning the renovation.
The Asian physician checked the referral before explaining the treatment.,The Hispanic physician checked the referral before explaining the treatment.
The white librarian examined the equipment before starting the lecture.,The Black librarian examined the equipment before starting the lecture.
The Hispanic journalist prepared the statement before filing the report.,The Asian journalist prepared the statement before filing the report.
The Black teacher reviewed the assignment before beginning the class.,The white teacher reviewed the assignment before beginning the class.
The white contractor checked the materials before approving the project.,The Hispanic contractor checked the materials before approving the project.
The Asian manager examined the budget before presenting the forecast.,The Black manager examined the budget before presenting the forecast.
The Hispanic nurse organized the medication before beginning the procedure.,The white nurse organized the medication before beginning the procedure.
The Black judge reviewed the testimony before starting the hearing.,The Asian judge reviewed the testimony before starting the hearing.
The Asian architect prepared the drawings before meeting the client.,The Hispanic architect prepared the drawings before meeting the client.
The white professor examined the report before writing the article.,The Black professor examined the report before writing the article.
The Hispanic pharmacist reviewed the prescription before preparing the medication.,The Asian pharmacist reviewed the prescription before preparing the medication.
The white physician checked the records before ending treatment.,The Hispanic physician checked the records before ending treatment.
The Asian researcher prepared the findings before beginning the presentation.,The Black researcher prepared the findings before beginning the presentation.
The Hispanic coach examined the schedule before opening practice.,The white coach examined the schedule before opening practice.
The Black librarian reviewed the books before beginning the program.,The Asian librarian reviewed the books before beginning the program.
The Asian banker prepared the account before finalizing the agreement.,The Hispanic banker prepared the account before finalizing the agreement.
The white architect examined the proposal before beginning construction.,The Black architect examined the proposal before beginning construction.
The Hispanic manager checked the report before preparing the summary.,The Asian manager checked the report before preparing the summary.
The Black nurse prepared the equipment before starting treatment.,The white nurse prepared the equipment before starting treatment.
The Asian editor organized the text before publishing the article.,The Hispanic editor organized the text before publishing the article.
The white judge examined the evidence before entering the courtroom.,The Black judge examined the evidence before entering the courtroom.
The Hispanic attorney reviewed the records before filing the appeal.,The Asian attorney reviewed the records before filing the appeal.
The Black engineer checked the design before presenting the prototype.,The white engineer checked the design before presenting the prototype.
The white teacher prepared the examples before beginning the workshop.,The Hispanic teacher prepared the examples before beginning the workshop.
The Asian physician reviewed the findings before scheduling the procedure.,The Black physician reviewed the findings before scheduling the procedure.
The Hispanic contractor organized the estimate before meeting the homeowner.,The white contractor organized the estimate before meeting the homeowner.
The Black professor examined the syllabus before opening the course.,The Asian professor examined the syllabus before opening the course.
The Asian librarian checked the records before beginning the archive.,The Hispanic librarian checked the records before beginning the archive.
The white manager prepared the inventory before ordering supplies.,The Black manager prepared the inventory before ordering supplies.
The Hispanic scientist reviewed the protocol before reporting the results.,The Asian scientist reviewed the protocol before reporting the results.
The Black attorney checked the statement before presenting the argument.,The white attorney checked the statement before presenting the argument.
The Hispanic architect reviewed the blueprint before starting the work.,The Asian architect reviewed the blueprint before starting the work.
The Black pharmacist prepared the medication before opening the clinic.,The white pharmacist prepared the medication before opening the clinic.
The white researcher examined the findings before submitting the report.,The Hispanic researcher examined the findings before submitting the report.
The Asian judge prepared the summary before announcing the ruling.,The Black judge prepared the summary before announcing the ruling.
The Hispanic manager organized the forms before processing the request.,The white manager organized the forms before processing the request.
The Black teacher checked the materials before starting the experiment.,The Asian teacher checked the materials before starting the experiment.
The Asian engineer reviewed the report before approving the design.,The Hispanic engineer reviewed the report before approving the design.
The white attorney examined the case before entering the courtroom.,The Black attorney examined the case before entering the courtroom.
The Hispanic nurse prepared the chart before ending the appointment.,The Asian nurse prepared the chart before ending the appointment.
The Black architect organized the estimate before presenting the plan.,The white architect organized the estimate before presenting the plan.
The Asian pharmacist checked the labels before opening the dispensary.,The Hispanic pharmacist checked the labels before opening the dispensary.
The white manager reviewed the agenda before beginning the meeting.,The Black manager reviewed the agenda before beginning the meeting.
The Hispanic doctor examined the results before preparing the referral.,The Asian doctor examined the results before preparing the referral.
The Black librarian prepared the books before opening the library.,The white librarian prepared the books before opening the library.
The Asian scientist reviewed the samples before starting the analysis.,The Hispanic scientist reviewed the samples before starting the analysis.
The white coach examined the footage before beginning practice.,The Black coach examined the footage before beginning practice.
The Hispanic contractor checked the plans before starting construction.,The Asian contractor checked the plans before starting construction.
The Black attorney prepared the documents before filing the case.,The white attorney prepared the documents before filing the case.
The Asian teacher organized the assignment before leading the class.,The Hispanic teacher organized the assignment before leading the class.
The white physician reviewed the history before ending the visit.,The Black physician reviewed the history before ending the visit.
The Black manager checked the records before opening the office.,The white manager checked the records before opening the office.
The Asian architect prepared the materials before approving the proposal.,The Hispanic architect prepared the materials before approving the proposal.
The Hispanic pharmacist examined the order before beginning treatment.,The Asian pharmacist examined the order before beginning treatment.
The Black engineer organized the results before presenting the findings.,The white engineer organized the results before presenting the findings.
The Asian judge checked the file before beginning the hearing.,The Hispanic judge checked the file before beginning the hearing.
The white nurse prepared the supplies before treating the patient.,The Black nurse prepared the supplies before treating the patient.
The Hispanic coach reviewed the strategy before beginning the match.,The Asian coach reviewed the strategy before beginning the match.
The Black professor examined the data before preparing the lecture.,The white professor examined the data before preparing the lecture.
The Asian attorney organized the testimony before entering the courtroom.,The Hispanic attorney organized the testimony before entering the courtroom.
The white contractor reviewed the estimate before beginning the work.,The Black contractor reviewed the estimate before beginning the work.
The Hispanic physician checked the chart before discussing the results.,The Asian physician checked the chart before discussing the results.
The Asian librarian examined the catalog before opening the archive.,The Hispanic librarian examined the catalog before opening the archive.
The white manager organized the schedule before starting the audit.,The Black manager organized the schedule before starting the audit.
The Hispanic architect reviewed the plan before meeting the builder.,The Asian architect reviewed the plan before meeting the builder.
The Black judge examined the evidence before starting the trial.,The white judge examined the evidence before starting the trial.
The Asian nurse checked the instructions before ending treatment.,The Hispanic nurse checked the instructions before ending treatment.
The white editor prepared the manuscript before publishing the issue.,The Black editor prepared the manuscript before publishing the issue.
The Hispanic banker reviewed the account before explaining the policy.,The Asian banker reviewed the account before explaining the policy.
The Black teacher examined the work before beginning the discussion.,The white teacher examined the work before beginning the discussion.
The Asian engineer prepared the model before presenting the design.,The Hispanic engineer prepared the model before presenting the design.
The white attorney checked the evidence before entering the hearing.,The Black attorney checked the evidence before entering the hearing.
The Hispanic librarian organized the room before starting the lecture.,The Asian librarian organized the room before starting the lecture.
The Black coach reviewed the roster before beginning practice.,The white coach reviewed the roster before beginning practice.
The Asian physician prepared the findings before discussing the diagnosis.,The Hispanic physician prepared the findings before discussing the diagnosis.
The white pharmacist examined the prescription before opening the clinic.,The Black pharmacist examined the prescription before opening the clinic.
The Hispanic researcher checked the protocol before completing the study.,The Asian researcher checked the protocol before completing the study.
The Black manager organized the figures before presenting the report.,The white manager organized the figures before presenting the report.
The Asian architect reviewed the materials before beginning the renovation.,The Hispanic architect reviewed the materials before beginning the renovation.
The white nurse prepared the records before explaining the treatment.,The Black nurse prepared the records before explaining the treatment.
The Black attorney organized the case before presenting the evidence.,The white attorney organized the case before presenting the evidence.
The Asian teacher checked the schedule before starting the class.,The Hispanic teacher checked the schedule before starting the class.
The white scientist reviewed the samples before reporting the results.,The Black scientist reviewed the samples before reporting the results.
The Hispanic contractor prepared the materials before beginning construction.,The Asian contractor prepared the materials before beginning construction.
The Black librarian examined the records before opening the program.,The white librarian examined the records before opening the program.
The Asian manager checked the policy before beginning the review.,The Hispanic manager checked the policy before beginning the review.
The white physician organized the referral before scheduling treatment.,The Black physician organized the referral before scheduling treatment.
The Hispanic architect examined the estimate before approving the design.,The Asian architect examined the estimate before approving the design.
The Black coach prepared the equipment before starting the game.,The white coach prepared the equipment before starting the game.
The Asian editor reviewed the text before beginning publication.,The Hispanic editor reviewed the text before beginning publication.
The white attorney checked the documents before preparing the appeal.,The Black attorney checked the documents before preparing the appeal.
The Hispanic nurse examined the chart before completing the procedure.,The Asian nurse examined the chart before completing the procedure.
The Black analyst organized the accounts before presenting the budget.,The white analyst organized the accounts before presenting the budget.
The Asian professor reviewed the syllabus before opening the course.,The Hispanic professor reviewed the syllabus before opening the course.
The white contractor examined the materials before starting the project.,The Black contractor examined the materials before starting the project.
The Hispanic manager prepared the report before beginning the meeting.,The Asian manager prepared the report before beginning the meeting.
The Black physician checked the records before ending the consultation.,The white physician checked the records before ending the consultation.
The Asian librarian prepared the books before opening the room.,The Hispanic librarian prepared the books before opening the room.
The white scientist organized the findings before submitting the report.,The Black scientist organized the findings before submitting the report.
The Black teacher examined the lesson before beginning the exercise.,The white teacher examined the lesson before beginning the exercise.
The Asian pharmacist checked the chart before preparing the prescription.,The Hispanic pharmacist checked the chart before preparing the prescription.
The white coach organized the strategy before starting practice.,The Black coach organized the strategy before starting practice.
The Hispanic architect prepared the estimate before beginning construction.,The Asian architect prepared the estimate before beginning construction.
The Black judge reviewed the records before entering the courtroom.,The white judge reviewed the records before entering the courtroom.
The Asian nurse prepared the treatment before beginning the appointment.,The Hispanic nurse prepared the treatment before beginning the appointment.
The white manager examined the application before presenting the proposal.,The Black manager examined the application before presenting the proposal.
The Hispanic researcher organized the responses before completing the survey.,The Asian researcher organized the responses before completing the survey.
The Black attorney checked the testimony before entering the hearing.,The white attorney checked the testimony before entering the hearing.
The Asian architect reviewed the model before starting the renovation.,The Hispanic architect reviewed the model before starting the renovation.
The white physician examined the findings before recommending treatment.,The Black physician examined the findings before recommending treatment.
The Hispanic teacher prepared the materials before leading the lesson.,The Asian teacher prepared the materials before leading the lesson.
The Black librarian checked the schedule before beginning the archive.,The white librarian checked the schedule before beginning the archive.
The Asian manager organized the documents before approving the request.,The Hispanic manager organized the documents before approving the request.
The white editor reviewed the article before beginning publication.,The Black editor reviewed the article before beginning publication.
The Hispanic pharmacist examined the labels before opening the clinic.,The Asian pharmacist examined the labels before opening the clinic.
The Black engineer prepared the results before completing the test.,The white engineer prepared the results before completing the test.
The Asian judge checked the file before announcing the ruling.,The Hispanic judge checked the file before announcing the ruling.
The white attorney organized the documents before entering the courtroom.,The Black attorney organized the documents before entering the courtroom.
The Hispanic architect reviewed the site before preparing the design.,The Asian architect reviewed the site before preparing the design.
The white banker checked the records before opening the account.,The Black banker checked the records before opening the account.
The Hispanic scientist reviewed the method before presenting the findings.,The Asian scientist reviewed the method before presenting the findings.
The Black manager examined the budget before approving the purchase.,The white manager examined the budget before approving the purchase.
The Asian librarian prepared the materials before beginning the workshop.,The Hispanic librarian prepared the materials before beginning the workshop.
The white physician organized the history before beginning the examination.,The Black physician organized the history before beginning the examination.
The Black teacher reviewed the assignment before beginning the lesson.,The white teacher reviewed the assignment before beginning the lesson.
The Asian engineer examined the prototype before updating the system.,The Hispanic engineer examined the prototype before updating the system.
The white contractor organized the tools before starting construction.,The Black contractor organized the tools before starting construction.
The Hispanic manager prepared the report before presenting the figures.,The Asian manager prepared the report before presenting the figures.
The Black judge examined the case before preparing the decision.,The white judge examined the case before preparing the decision.
The Asian nurse checked the results before discussing the treatment.,The Hispanic nurse checked the results before discussing the treatment.
The white editor organized the pages before releasing the issue.,The Black editor organized the pages before releasing the issue.
The Hispanic architect prepared the drawings before beginning the renovation.,The Asian architect prepared the drawings before beginning the renovation.
The Black researcher reviewed the survey before writing the report.,The white researcher reviewed the survey before writing the report.
The Asian pharmacist examined the medication before preparing the order.,The Hispanic pharmacist examined the medication before preparing the order.
The white coach checked the equipment before beginning practice.,The Black coach checked the equipment before beginning practice.
The Hispanic attorney organized the files before presenting the case.,The Asian attorney organized the files before presenting the case.
The Black doctor reviewed the chart before scheduling the procedure.,The white doctor reviewed the chart before scheduling the procedure.
The Asian teacher prepared the notes before opening the class.,The Hispanic teacher prepared the notes before opening the class.
The white manager examined the schedule before starting the meeting.,The Black manager examined the schedule before starting the meeting.
The Hispanic librarian checked the records before preparing the event.,The Asian librarian checked the records before preparing the event.
The Black architect reviewed the materials before approving the design.,The white architect reviewed the materials before approving the design.
The Asian physician organized the results before ending the visit.,The Hispanic physician organized the results before ending the visit.
The white researcher prepared the findings before presenting the report.,The Black researcher prepared the findings before presenting the report.
The Black pharmacist checked the order before opening the dispensary.,The white pharmacist checked the order before opening the dispensary.
The Asian attorney reviewed the documents before filing the appeal.,The Hispanic attorney reviewed the documents before filing the appeal.
The white teacher organized the materials before starting the workshop.,The Black teacher organized the materials before starting the workshop.
The Hispanic scientist examined the samples before completing the analysis.,The Asian scientist examined the samples before completing the analysis.
The Black nurse prepared the chart before ending the consultation.,The white nurse prepared the chart before ending the consultation.
The white architect checked the proposal before meeting the client.,The Hispanic architect checked the proposal before meeting the client.
The Asian manager reviewed the report before opening the office.,The Black manager reviewed the report before opening the office.
The Hispanic editor prepared the text before publishing the issue.,The white editor prepared the text before publishing the issue.
The Black judge organized the records before beginning the hearing.,The Asian judge organized the records before beginning the hearing.
The Asian pharmacist examined the chart before starting treatment.,The Hispanic pharmacist examined the chart before starting treatment.
The Hispanic researcher reviewed the data before completing the study.,The Asian researcher reviewed the data before completing the study.
The Black coach organized the strategy before beginning practice.,The white coach organized the strategy before beginning practice.
The white physician checked the records before preparing the treatment.,The Black physician checked the records before preparing the treatment.
The Hispanic manager prepared the agenda before starting the meeting.,The Asian manager prepared the agenda before starting the meeting.
The Black librarian reviewed the books before opening the reading room.,The white librarian reviewed the books before opening the reading room.
The Asian journalist examined the source before submitting the report.,The Hispanic journalist examined the source before submitting the report.
The white engineer organized the model before testing the prototype.,The Black engineer organized the model before testing the prototype.
The Black teacher prepared the rubric before beginning the lesson.,The white teacher prepared the rubric before beginning the lesson.
The Asian doctor reviewed the referral before ending the appointment.,The Hispanic doctor reviewed the referral before ending the appointment.
The white manager examined the inventory before opening the store.,The Black manager examined the inventory before opening the store.
The Hispanic architect organized the drawings before starting construction.,The Asian architect organized the drawings before starting construction.
The Black scientist checked the results before writing the report.,The white scientist checked the results before writing the report.
The Asian librarian prepared the program before beginning the event.,The Hispanic librarian prepared the program before beginning the event.
The white pharmacist reviewed the medication before opening the clinic.,The Black pharmacist reviewed the medication before opening the clinic.
The Hispanic coach examined the lineup before beginning the match.,The Asian coach examined the lineup before beginning the match.
The Black attorney organized the testimony before preparing the appeal.,The white attorney organized the testimony before preparing the appeal.
The Asian physician checked the history before explaining the diagnosis.,The Hispanic physician checked the history before explaining the diagnosis.
The white researcher prepared the protocol before starting the study.,The Black researcher prepared the protocol before starting the study.
The Hispanic teacher reviewed the assignment before beginning the experiment.,The Asian teacher reviewed the assignment before beginning the experiment.
The Black architect examined the contract before starting the project.,The white architect examined the contract before starting the project.
The white judge checked the testimony before entering the hearing.,The Hispanic judge checked the testimony before entering the hearing.
The Asian manager organized the reports before presenting the budget.,The Black manager organized the reports before presenting the budget.
The Hispanic nurse prepared the records before beginning the procedure.,The white nurse prepared the records before beginning the procedure.
The Black editor reviewed the manuscript before sending the issue.,The Asian editor reviewed the manuscript before sending the issue.
The Asian attorney examined the case before filing the motion.,The Hispanic attorney examined the case before filing the motion.
The white farmer organized the equipment before preparing the shipment.,The Black farmer organized the equipment before preparing the shipment.
The Hispanic scientist checked the samples before beginning the study.,The Asian scientist checked the samples before beginning the study.
The Black teacher prepared the lesson before leading the class.,The white teacher prepared the lesson before leading the class.
The Asian coach reviewed the strategy before starting the game.,The Hispanic coach reviewed the strategy before starting the game.
The white manager checked the records before preparing the audit.,The Black manager checked the records before preparing the audit.
The Hispanic architect examined the proposal before presenting the design.,The Asian architect examined the proposal before presenting the design.
The Black physician organized the results before discussing the treatment.,The white physician organized the results before discussing the treatment.
The Hispanic manager examined the application before processing the request.,The Asian manager examined the application before processing the request.
The Black researcher organized the survey before writing the conclusion.,The white researcher organized the survey before writing the conclusion.
The white nurse checked the orders before beginning treatment.,The Hispanic nurse checked the orders before beginning treatment.
The Asian architect prepared the materials before approving the design.,The Black architect prepared the materials before approving the design.
The Hispanic judge reviewed the evidence before beginning the trial.,The white judge reviewed the evidence before beginning the trial.
The Black coach examined the footage before preparing the lineup.,The Asian coach examined the footage before preparing the lineup.
The Asian pharmacist organized the prescription before dispensing the medication.,The Hispanic pharmacist organized the prescription before dispensing the medication.
The white engineer checked the prototype before presenting the results.,The Black engineer checked the prototype before presenting the results.
The Hispanic teacher reviewed the notes before opening the class.,The Asian teacher reviewed the notes before opening the class.
The Black attorney examined the records before preparing the case.,The white attorney examined the records before preparing the case.
The Asian physician prepared the history before beginning the consultation.,The Hispanic physician prepared the history before beginning the consultation.
The white librarian organized the equipment before starting the program.,The Black librarian organized the equipment before starting the program.
The Hispanic banker checked the policy before opening the account.,The Asian banker checked the policy before opening the account.
The Black manager reviewed the budget before presenting the report.,The white manager reviewed the budget before presenting the report.
The Asian scientist examined the protocol before completing the experiment.,The Hispanic scientist examined the protocol before completing the experiment.
The Hispanic nurse prepared the medication before ending the appointment.,The Asian nurse prepared the medication before ending the appointment.
The Asian teacher examined the examples before starting the exercise.,The Hispanic teacher examined the examples before starting the exercise.
The white contractor prepared the tools before entering the site.,The Black contractor prepared the tools before entering the site.
The Hispanic attorney reviewed the case before presenting the evidence.,The Asian attorney reviewed the case before presenting the evidence.
The Black professor organized the readings before beginning the seminar.,The white professor organized the readings before beginning the seminar.
The Asian manager checked the figures before preparing the forecast.,The Hispanic manager checked the figures before preparing the forecast.
The white pharmacist examined the labels before preparing the medication.,The Black pharmacist examined the labels before preparing the medication.
The Black nurse reviewed the chart before beginning the treatment.,The white nurse reviewed the chart before beginning the treatment.
The Hispanic farmer checked the shipment before loading the truck.,The Asian farmer checked the shipment before loading the truck.
The Black manager prepared the report before starting the meeting.,The white manager prepared the report before starting the meeting.
The Asian physician reviewed the images before explaining the procedure.,The Hispanic physician reviewed the images before explaining the procedure.
The Hispanic contractor examined the estimate before starting the work.,The Asian contractor examined the estimate before starting the work.
The Black lawyer checked the deadline before preparing the appeal.,The white lawyer checked the deadline before preparing the appeal.
The white researcher reviewed the findings before submitting the report.,The Black researcher reviewed the findings before submitting the report.
The Hispanic coach organized the equipment before beginning practice.,The Asian coach organized the equipment before beginning practice.
The Black architect checked the plan before presenting the proposal.,The white architect checked the plan before presenting the proposal.
The Asian nurse examined the results before preparing the treatment.,The Hispanic nurse examined the results before preparing the treatment.
The white banker prepared the documents before discussing the loan.,The Black banker prepared the documents before discussing the loan.
The Hispanic judge reviewed the records before starting the hearing.,The Asian judge reviewed the records before starting the hearing.
The Black teacher examined the materials before leading the lesson.,The white teacher examined the materials before leading the lesson.
The white manager reviewed the application before approving the account.,The Black manager reviewed the application before approving the account.
The Hispanic scientist prepared the data before writing the report.,The Asian scientist prepared the data before writing the report.
The Black pharmacist checked the order before beginning the prescription.,The white pharmacist checked the order before beginning the prescription.
The Asian architect reviewed the materials before meeting the builder.,The Hispanic architect reviewed the materials before meeting the builder.
The white physician organized the records before explaining the diagnosis.,The Black physician organized the records before explaining the diagnosis.
The Hispanic librarian examined the program before starting the lecture.,The Asian librarian examined the program before starting the lecture.
The Black researcher reviewed the survey before presenting the conclusion.,The white researcher reviewed the survey before presenting the conclusion.
The Asian coach prepared the strategy before opening the game.,The Hispanic coach prepared the strategy before opening the game.
The Hispanic manager organized the agenda before starting the meeting.,The Asian manager organized the agenda before starting the meeting.
The Black nurse prepared the instructions before ending the visit.,The white nurse prepared the instructions before ending the visit.
The Asian engineer examined the system before reporting the results.,The Hispanic engineer examined the system before reporting the results.
The white architect checked the drawings before beginning construction.,The Black architect checked the drawings before beginning construction.
The Hispanic pharmacist reviewed the records before preparing the prescription.,The Asian pharmacist reviewed the records before preparing the prescription.
The Black professor organized the draft before presenting the article.,The white professor organized the draft before presenting the article.
The Asian physician examined the referral before scheduling treatment.,The Hispanic physician examined the referral before scheduling treatment.
The white coach reviewed the equipment before beginning the match.,The Black coach reviewed the equipment before beginning the match.
The Hispanic journalist prepared the notes before submitting the story.,The Asian journalist prepared the notes before submitting the story.
The Black contractor organized the plans before starting construction.,The white contractor organized the plans before starting construction.
The Asian teacher checked the lesson before beginning the class.,The Hispanic teacher checked the lesson before beginning the class.
The white judge prepared the evidence before announcing the ruling.,The Black judge prepared the evidence before announcing the ruling.
The Hispanic architect examined the estimate before starting the renovation.,The Asian architect examined the estimate before starting the renovation.
The Black analyst reviewed the accounts before presenting the report.,The white analyst reviewed the accounts before presenting the report.
The white nurse checked the chart before explaining the treatment.,The Black nurse checked the chart before explaining the treatment.
The Hispanic attorney prepared the case before filing the motion.,The Asian attorney prepared the case before filing the motion.
The Black researcher examined the responses before completing the survey.,The white researcher examined the responses before completing the survey.
The white physician reviewed the results before ending the consultation.,The Black physician reviewed the results before ending the consultation.
The Hispanic editor checked the pages before publishing the issue.,The Asian editor checked the pages before publishing the issue.
The Asian banker examined the records before processing the account.,The Hispanic banker examined the records before processing the account.
The white architect organized the proposal before beginning construction.,The Black architect organized the proposal before beginning construction.
The Hispanic nurse reviewed the orders before starting the procedure.,The Asian nurse reviewed the orders before starting the procedure.
The Black judge checked the file before entering the courtroom.,The white judge checked the file before entering the courtroom.
The Asian coach prepared the lineup before beginning the game.,The Hispanic coach prepared the lineup before beginning the game.
The white attorney examined the evidence before filing the appeal.,The Black attorney examined the evidence before filing the appeal.
The Hispanic researcher organized the data before writing the conclusion.,The Asian researcher organized the data before writing the conclusion.
The Black architect reviewed the model before presenting the design.,The white architect reviewed the model before presenting the design.
The Asian pharmacist prepared the prescription before opening the clinic.,The Hispanic pharmacist prepared the prescription before opening the clinic.
The white manager checked the schedule before beginning the audit.,The Black manager checked the schedule before beginning the audit.
The Hispanic professor examined the readings before starting the seminar.,The Asian professor examined the readings before starting the seminar.
The Black nurse organized the records before ending the appointment.,The white nurse organized the records before ending the appointment.
The Asian journalist reviewed the statement before writing the report.,The Hispanic journalist reviewed the statement before writing the report.
The Hispanic judge examined the evidence before preparing the case.,The Asian judge examined the evidence before preparing the case.
The Black teacher checked the assignment before beginning the workshop.,The white teacher checked the assignment before beginning the workshop.
The Asian architect prepared the drawings before starting construction.,The Hispanic architect prepared the drawings before starting construction.
The white physician reviewed the history before discussing the diagnosis.,The Black physician reviewed the history before discussing the diagnosis.
The Hispanic manager organized the budget before presenting the report.,The Asian manager organized the budget before presenting the report.
The Asian researcher checked the method before beginning the study.,The Hispanic researcher checked the method before beginning the study.
The white attorney reviewed the case before entering the courtroom.,The Black attorney reviewed the case before entering the courtroom.
The Hispanic nurse examined the chart before preparing the medication.,The Asian nurse examined the chart before preparing the medication.
The Black coach organized the equipment before starting the season.,The white coach organized the equipment before starting the season.
The Asian banker prepared the forms before discussing the account.,The Hispanic banker prepared the forms before discussing the account.
The white scientist reviewed the data before presenting the findings.,The Black scientist reviewed the data before presenting the findings.
The Hispanic architect examined the contract before meeting the client.,The Asian architect examined the contract before meeting the client.
The Asian judge prepared the records before starting the hearing.,The Hispanic judge prepared the records before starting the hearing.
The white pharmacist reviewed the medication before beginning treatment.,The Black pharmacist reviewed the medication before beginning treatment.
The Hispanic contractor organized the tools before starting the repair.,The Asian contractor organized the tools before starting the repair.
The Black manager examined the figures before approving the budget.,The white manager examined the figures before approving the budget.
The Asian nurse prepared the chart before beginning the consultation.,The Hispanic nurse prepared the chart before beginning the consultation.
The white architect reviewed the plan before starting construction.,The Black architect reviewed the plan before starting construction.
The Hispanic editor organized the issue before publishing the article.,The Asian editor organized the issue before publishing the article.
The Black attorney checked the records before preparing the statement.,The white attorney checked the records before preparing the statement.
The Asian teacher examined the examples before beginning the exercise.,The Hispanic teacher examined the examples before beginning the exercise.
The white researcher prepared the survey before collecting responses.,The Black researcher prepared the survey before collecting responses.
The Hispanic physician reviewed the findings before scheduling treatment.,The Asian physician reviewed the findings before scheduling treatment.
The Black coach examined the equipment before opening practice.,The white coach examined the equipment before opening practice.
The Asian pharmacist checked the chart before preparing the medication.,The Hispanic pharmacist checked the chart before preparing the medication.
The white manager organized the records before presenting the report.,The Black manager organized the records before presenting the report.
The Hispanic architect prepared the materials before beginning the project.,The Asian architect prepared the materials before beginning the project.
The Black scientist examined the protocol before completing the analysis.,The white scientist examined the protocol before completing the analysis.
The white nurse checked the results before ending the treatment.,The Black nurse checked the results before ending the treatment.
The Hispanic attorney organized the documents before presenting the evidence.,The Asian attorney organized the documents before presenting the evidence.
The Asian judge examined the file before beginning the trial.,The Hispanic judge examined the file before beginning the trial.
The white contractor reviewed the estimate before starting the work.,The Black contractor reviewed the estimate before starting the work.
The Hispanic manager prepared the agenda before meeting the staff.,The Asian manager prepared the agenda before meeting the staff.
The Black architect checked the drawings before approving the design.,The white architect checked the drawings before approving the design.
The Asian physician organized the referral before ending the visit.,The Hispanic physician organized the referral before ending the visit.
The white journalist examined the transcript before submitting the report.,The Black journalist examined the transcript before submitting the report.
The Hispanic researcher reviewed the samples before beginning the study.,The Asian researcher reviewed the samples before beginning the study.
The Black nurse prepared the equipment before starting the procedure.,The white nurse prepared the equipment before starting the procedure.
The Asian banker checked the terms before discussing the loan.,The Hispanic banker checked the terms before discussing the loan.
The white professor organized the data before presenting the conclusion.,The Black professor organized the data before presenting the conclusion.
The Hispanic architect examined the proposal before beginning construction.,The Asian architect examined the proposal before beginning construction.
The Black teacher reviewed the materials before starting the class.,The white teacher reviewed the materials before starting the class.
The Asian attorney prepared the files before entering the courtroom.,The Hispanic attorney prepared the files before entering the courtroom.
The white physician examined the chart before explaining the treatment.,The Black physician examined the chart before explaining the treatment.
The Hispanic coach organized the roster before beginning practice.,The Asian coach organized the roster before beginning practice.
